pairid	q_acc	r_acc	stratum	genus	species
GCA_003564075.1__GCA_007125335.1	GCA_003564075.1	GCA_007125335.1	95-97	g__SKLM01	
GCA_003564075.1__GCA_007132615.1	GCA_003564075.1	GCA_007132615.1	95-97	g__SKLM01	
GCA_007125335.1__GCA_007132615.1	GCA_007125335.1	GCA_007132615.1	95-97	g__SKLM01	
GCA_002400245.1__GCA_002427335.1	GCA_002400245.1	GCA_002427335.1	95-97	g__Caproicibacter	
GCA_002400175.1__GCA_002427335.1	GCA_002400175.1	GCA_002427335.1	95-97	g__Caproicibacter	
GCA_002407945.1__GCA_002427335.1	GCA_002407945.1	GCA_002427335.1	95-97	g__Caproicibacter	
GCA_005777605.1__GCA_005800725.1	GCA_005777605.1	GCA_005800725.1	95-97	g__SXQI01	
GCA_005777605.1__GCA_009695415.1	GCA_005777605.1	GCA_009695415.1	95-97	g__SXQI01	
GCA_005800725.1__GCA_009695415.1	GCA_005800725.1	GCA_009695415.1	95-97	g__SXQI01	
GCA_002434705.1__GCA_018824705.1	GCA_002434705.1	GCA_018824705.1	95-97	g__UBA2144	
GCA_018812255.1__GCA_018824705.1	GCA_018812255.1	GCA_018824705.1	95-97	g__UBA2144	
GCA_002434705.1__GCA_003521425.1	GCA_002434705.1	GCA_003521425.1	95-97	g__UBA2144	
GCA_002727295.1__GCA_003449775.1	GCA_002727295.1	GCA_003449775.1	95-97	g__UBA11657	
GCA_002727295.1__GCA_003540985.1	GCA_002727295.1	GCA_003540985.1	95-97	g__UBA11657	
GCA_002727295.1__GCA_003538475.1	GCA_002727295.1	GCA_003538475.1	95-97	g__UBA11657	
GCA_016777505.1__GCA_902603935.1	GCA_016777505.1	GCA_902603935.1	95-97	g__CACCCN01	
GCA_016777505.1__GCA_902606695.1	GCA_016777505.1	GCA_902606695.1	95-97	g__CACCCN01	
GCA_902603935.1__GCA_902606695.1	GCA_902603935.1	GCA_902606695.1	95-97	g__CACCCN01	
GCA_905212785.1__GCF_000238615.1	GCA_905212785.1	GCF_000238615.1	95-97	g__Cloacibacillus	
GCA_905212785.1__GCF_902374565.1	GCA_905212785.1	GCF_902374565.1	95-97	g__Cloacibacillus	
GCA_004557845.1__GCF_000238615.1	GCA_004557845.1	GCF_000238615.1	95-97	g__Cloacibacillus	
GCA_017641065.1__GCA_017643145.1	GCA_017641065.1	GCA_017643145.1	95-97	g__Roseitalea	
GCA_003712035.1__GCA_017641265.1	GCA_003712035.1	GCA_017641265.1	95-97	g__Roseitalea	
GCA_003712035.1__GCA_017641065.1	GCA_003712035.1	GCA_017641065.1	95-97	g__Roseitalea	
GCA_002306875.1__GCA_002694315.1	GCA_002306875.1	GCA_002694315.1	95-97	g__Spongiibacter	
GCA_002719755.1__GCA_017643245.1	GCA_002719755.1	GCA_017643245.1	95-97	g__Spongiibacter	
GCA_002306875.1__GCA_017643245.1	GCA_002306875.1	GCA_017643245.1	95-97	g__Spongiibacter	
GCA_000259575.1__GCF_014898265.1	GCA_000259575.1	GCF_014898265.1	95-97	g__Zhongshania	
GCA_018608985.1__GCA_018658505.1	GCA_018608985.1	GCA_018658505.1	95-97	g__SHAN690	
GCA_002390335.1__GCA_018609025.1	GCA_002390335.1	GCA_018609025.1	95-97	g__SHAN690	
GCA_002336185.1__GCA_905479185.1	GCA_002336185.1	GCA_905479185.1	95-97	g__SHAN690	
GCA_903920565.1__GCA_903936845.1	GCA_903920565.1	GCA_903936845.1	95-97	g__Rhodoferax	
GCA_009993685.1__GCA_903870695.1	GCA_009993685.1	GCA_903870695.1	95-97	g__Rhodoferax	
GCA_018899575.1__GCA_903919085.1	GCA_018899575.1	GCA_903919085.1	95-97	g__Rhodoferax	
GCA_002385395.1__GCA_012728345.1	GCA_002385395.1	GCA_012728345.1	95-97	g__DTU019	
GCA_002426325.1__GCA_012728345.1	GCA_002426325.1	GCA_012728345.1	95-97	g__DTU019	
GCA_002316705.1__GCA_002385395.1	GCA_002316705.1	GCA_002385395.1	95-97	g__DTU019	
GCA_903851485.1__GCA_903867405.1	GCA_903851485.1	GCA_903867405.1	95-97	g__IMCC26134_A	
GCA_903827875.1__GCA_903870925.1	GCA_903827875.1	GCA_903870925.1	95-97	g__IMCC26134_A	
GCA_903827875.1__GCA_903851485.1	GCA_903827875.1	GCA_903851485.1	95-97	g__IMCC26134_A	
GCF_000215915.2__GCF_009797925.1	GCF_000215915.2	GCF_009797925.1	95-97	g__Halorhabdus	
GCF_007097495.1__GCF_014207545.1	GCF_007097495.1	GCF_014207545.1	95-97	g__Flammeovirga	
GCF_001682195.2__GCF_007097495.1	GCF_001682195.2	GCF_007097495.1	95-97	g__Flammeovirga	
GCF_007097495.1__GCF_012844325.1	GCF_007097495.1	GCF_012844325.1	95-97	g__Flammeovirga	
GCA_003454625.1__GCF_014287465.1	GCA_003454625.1	GCF_014287465.1	95-97	g__Ornithinibacillus	
GCA_017502655.1__GCA_017520145.1	GCA_017502655.1	GCA_017520145.1	95-97	g__Caccoplasma	
GCA_017502655.1__GCA_017629055.1	GCA_017502655.1	GCA_017629055.1	95-97	g__Caccoplasma	
GCA_017520145.1__GCA_017629055.1	GCA_017520145.1	GCA_017629055.1	95-97	g__Caccoplasma	
GCA_017936815.1__GCA_900771985.1	GCA_017936815.1	GCA_900771985.1	95-97	g__CAG-488	
GCA_002404725.1__GCA_905199645.1	GCA_002404725.1	GCA_905199645.1	95-97	g__CAG-488	
GCA_003504195.1__GCA_017436565.1	GCA_003504195.1	GCA_017436565.1	95-97	g__CAG-488	
GCA_018399735.1__GCF_001687065.1	GCA_018399735.1	GCF_001687065.1	95-97	g__Prosthecochloris	
GCA_011054385.1__GCF_001687065.1	GCA_011054385.1	GCF_001687065.1	95-97	g__Prosthecochloris	
GCA_010912735.1__GCF_015233875.1	GCA_010912735.1	GCF_015233875.1	95-97	g__Prosthecochloris	
GCA_003552165.1__GCA_007119535.1	GCA_003552165.1	GCA_007119535.1	95-97	g__T3Sed10-11	
GCA_003552165.1__GCA_007135485.1	GCA_003552165.1	GCA_007135485.1	95-97	g__T3Sed10-11	
GCA_007119535.1__GCA_007124815.1	GCA_007119535.1	GCA_007124815.1	95-97	g__T3Sed10-11	
GCF_014652155.1__GCF_018860285.1	GCF_014652155.1	GCF_018860285.1	95-97	g__Psychrosphaera	
GCF_003590545.1__GCF_016635095.1	GCF_003590545.1	GCF_016635095.1	95-97	g__Hamiltonella	
GCF_003590545.1__GCF_900699055.1	GCF_003590545.1	GCF_900699055.1	95-97	g__Hamiltonella	
GCF_016635095.1__GCF_900699055.1	GCF_016635095.1	GCF_900699055.1	95-97	g__Hamiltonella	
GCA_002327505.1__GCA_018676795.1	GCA_002327505.1	GCA_018676795.1	95-97	g__UBA2170	
GCA_002327505.1__GCA_002687155.1	GCA_002327505.1	GCA_002687155.1	95-97	g__UBA2170	
GCA_018676795.1__GCA_018698515.1	GCA_018676795.1	GCA_018698515.1	95-97	g__UBA2170	
GCF_000321185.1__GCF_902375515.1	GCF_000321185.1	GCF_902375515.1	95-97	g__Bacillus_AD	
GCF_011421605.1__GCF_016798325.1	GCF_011421605.1	GCF_016798325.1	95-97	g__Marinobacter_A	
GCA_002683455.1__GCF_016798325.1	GCA_002683455.1	GCF_016798325.1	95-97	g__Marinobacter_A	
GCA_002683455.1__GCF_011421605.1	GCA_002683455.1	GCF_011421605.1	95-97	g__Marinobacter_A	
GCA_902383915.1__GCA_902406015.1	GCA_902383915.1	GCA_902406015.1	95-97	g__Amulumruptor	
GCA_902383915.1__GCA_910585515.1	GCA_902383915.1	GCA_910585515.1	95-97	g__Amulumruptor	
GCA_004115465.1__GCA_905212415.1	GCA_004115465.1	GCA_905212415.1	95-97	g__Amulumruptor	
GCF_014696055.1__GCF_014697225.1	GCF_014696055.1	GCF_014697225.1	95-97	g__Leptolyngbya	
GCF_014696055.1__GCF_014697285.1	GCF_014696055.1	GCF_014697285.1	95-97	g__Leptolyngbya	
GCF_014697225.1__GCF_014697285.1	GCF_014697225.1	GCF_014697285.1	95-97	g__Leptolyngbya	
GCF_000760315.1__GCF_000760335.1	GCF_000760315.1	GCF_000760335.1	95-97	g__Prochlorococcus_C	
GCF_000760335.1__GCF_001632025.1	GCF_000760335.1	GCF_001632025.1	95-97	g__Prochlorococcus_C	
GCA_004213165.1__GCF_001632025.1	GCA_004213165.1	GCF_001632025.1	95-97	g__Prochlorococcus_C	
GCA_016783025.1__GCA_016785045.1	GCA_016783025.1	GCA_016785045.1	95-97	g__Desulfacyla	
GCA_016776415.1__GCA_018814905.1	GCA_016776415.1	GCA_018814905.1	95-97	g__Desulfacyla	
GCA_016776415.1__GCA_016783025.1	GCA_016776415.1	GCA_016783025.1	95-97	g__Desulfacyla	
GCA_002365235.1__GCA_002415885.1	GCA_002365235.1	GCA_002415885.1	95-97	g__UBA4132	
GCA_903848195.1__GCA_903856835.1	GCA_903848195.1	GCA_903856835.1	95-97	g__UBA4132	
GCA_002365235.1__GCA_903856835.1	GCA_002365235.1	GCA_903856835.1	95-97	g__UBA4132	
GCA_002386685.1__GCA_900549425.1	GCA_002386685.1	GCA_900549425.1	95-97	g__Sedimentibacter	
GCA_002387185.1__GCA_017996255.1	GCA_002387185.1	GCA_017996255.1	95-97	g__Sedimentibacter	
GCA_002494095.1__GCA_003537995.1	GCA_002494095.1	GCA_003537995.1	95-97	g__Sedimentibacter	
GCA_018363695.1__GCA_900753985.1	GCA_018363695.1	GCA_900753985.1	95-97	g__Eisenbergiella	
GCA_905201145.1__GCF_003435265.1	GCA_905201145.1	GCF_003435265.1	95-97	g__Eisenbergiella	
GCA_003516835.1__GCA_900066775.1	GCA_003516835.1	GCA_900066775.1	95-97	g__Eisenbergiella	
GCA_009930385.1__GCA_012517595.1	GCA_009930385.1	GCA_012517595.1	95-97	g__UBA1383	
GCA_903829055.1__GCA_903874865.1	GCA_903829055.1	GCA_903874865.1	95-97	g__CAIVHB01	
GCA_903829055.1__GCA_903926265.1	GCA_903829055.1	GCA_903926265.1	95-97	g__CAIVHB01	
GCA_903874865.1__GCA_903926265.1	GCA_903874865.1	GCA_903926265.1	95-97	g__CAIVHB01	
GCA_002345645.1__GCA_903923635.1	GCA_002345645.1	GCA_903923635.1	95-97	g__UBA5195	
GCA_903889935.1__GCA_903929785.1	GCA_903889935.1	GCA_903929785.1	95-97	g__UBA5195	
GCA_903833985.1__GCA_903889935.1	GCA_903833985.1	GCA_903889935.1	95-97	g__UBA5195	
GCA_002448655.1__GCA_015659695.1	GCA_002448655.1	GCA_015659695.1	95-97	g__EC70	
GCA_002683995.1__GCA_002724455.1	GCA_002683995.1	GCA_002724455.1	95-97	g__EC70	
GCA_002709265.1__GCA_002712205.1	GCA_002709265.1	GCA_002712205.1	95-97	g__EC70	
GCA_002470035.1__GCA_013214565.1	GCA_002470035.1	GCA_013214565.1	95-97	g__Richelia	
GCA_002470035.1__GCA_900299445.1	GCA_002470035.1	GCA_900299445.1	95-97	g__Richelia	
GCA_013214565.1__GCA_900299445.1	GCA_013214565.1	GCA_900299445.1	95-97	g__Richelia	
GCA_018145715.1__GCA_018348635.1	GCA_018145715.1	GCA_018348635.1	95-97	g__Globicatella	
GCA_018348635.1__GCF_001811625.1	GCA_018348635.1	GCF_001811625.1	95-97	g__Globicatella	
GCA_012518335.1__GCF_001811625.1	GCA_012518335.1	GCF_001811625.1	95-97	g__Globicatella	
GCF_000168855.1__GCF_000935165.2	GCF_000168855.1	GCF_000935165.2	95-97	g__Comamonas	
GCA_002377265.1__GCF_001021565.1	GCA_002377265.1	GCF_001021565.1	95-97	g__Comamonas	
GCA_002501455.1__GCF_000168855.1	GCA_002501455.1	GCF_000168855.1	95-97	g__Comamonas	
GCF_002379115.1__GCF_902377425.1	GCF_002379115.1	GCF_902377425.1	95-97	g__Halorubrum	
GCF_002135045.1__GCF_002215305.1	GCF_002135045.1	GCF_002215305.1	95-97	g__Halorubrum	
GCF_000700025.1__GCF_002252745.1	GCF_000700025.1	GCF_002252745.1	95-97	g__Halorubrum	
GCF_016862495.1__GCF_016862535.1	GCF_016862495.1	GCF_016862535.1	95-97	g__Asanoa	
GCA_017986455.1__GCA_903955645.1	GCA_017986455.1	GCA_903955645.1	95-97	g__PBB1	
GCA_017986455.1__GCA_903958725.1	GCA_017986455.1	GCA_903958725.1	95-97	g__PBB1	
GCA_903955645.1__GCA_903958725.1	GCA_903955645.1	GCA_903958725.1	95-97	g__PBB1	
GCA_001817455.1__GCA_009991525.1	GCA_001817455.1	GCA_009991525.1	95-97	g__2-01-FULL-39-33	
GCA_015656295.1__GCA_905211275.1	GCA_015656295.1	GCA_905211275.1	95-97	g__Barnesiella_A	
GCA_017938905.1__GCA_900753775.1	GCA_017938905.1	GCA_900753775.1	95-97	g__Barnesiella_A	
GCA_015061025.1__GCA_905211275.1	GCA_015061025.1	GCA_905211275.1	95-97	g__Barnesiella_A	
GCF_008692995.1__GCF_009730295.1	GCF_008692995.1	GCF_009730295.1	95-97	g__Gemella	
GCF_015234945.1__GCF_018790995.1	GCF_015234945.1	GCF_018790995.1	95-97	g__Gemella	
GCF_001075645.1__GCF_015234725.1	GCF_001075645.1	GCF_015234725.1	95-97	g__Gemella	
GCA_002478375.1__GCF_000729985.1	GCA_002478375.1	GCF_000729985.1	95-97	g__Kaistella	
GCA_014879335.1__GCA_017307665.1	GCA_014879335.1	GCA_017307665.1	95-97	g__Kaistella	
GCF_003729975.1__GCF_019038595.1	GCF_003729975.1	GCF_019038595.1	95-97	g__Kaistella	
GCA_903845845.1__GCA_903885735.1	GCA_903845845.1	GCA_903885735.1	95-97	g__Mucilaginibacter	
GCA_903917035.1__GCF_017569365.1	GCA_903917035.1	GCF_017569365.1	95-97	g__Mucilaginibacter	
GCA_002429195.1__GCA_903834965.1	GCA_002429195.1	GCA_903834965.1	95-97	g__Mucilaginibacter	
GCA_018712515.1__GCA_905192975.1	GCA_018712515.1	GCA_905192975.1	95-97	g__Aphodovivens	
GCA_018712515.1__GCA_905199955.1	GCA_018712515.1	GCA_905199955.1	95-97	g__Aphodovivens	
GCA_905192975.1__GCA_905199955.1	GCA_905192975.1	GCA_905199955.1	95-97	g__Aphodovivens	
GCA_002337535.1__GCF_013004005.1	GCA_002337535.1	GCF_013004005.1	95-97	g__Pelagibacterium	
GCA_002384965.1__GCA_003533665.1	GCA_002384965.1	GCA_003533665.1	95-97	g__Pelagibacterium	
GCA_002337365.1__GCA_002384965.1	GCA_002337365.1	GCA_002384965.1	95-97	g__Pelagibacterium	
GCA_903822265.1__GCA_903824555.1	GCA_903822265.1	GCA_903824555.1	95-97	g__CAIYUN01	
GCA_903835745.1__GCA_903903575.1	GCA_903835745.1	GCA_903903575.1	95-97	g__CAIYUN01	
GCA_903824555.1__GCA_903903575.1	GCA_903824555.1	GCA_903903575.1	95-97	g__CAIYUN01	
GCA_002395185.1__GCA_005465875.1	GCA_002395185.1	GCA_005465875.1	95-97	g__UBA629	
GCA_002300065.1__GCA_009771145.1	GCA_002300065.1	GCA_009771145.1	95-97	g__UBA629	
GCA_017388115.1__GCA_017393865.1	GCA_017388115.1	GCA_017393865.1	95-97	g__UBA629	
GCF_000346635.1__GCF_005233705.1	GCF_000346635.1	GCF_005233705.1	95-97	g__Paenibacillus_J	
GCF_003947235.1__GCF_014873115.1	GCF_003947235.1	GCF_014873115.1	95-97	g__Kibdelosporangium	
GCA_009774505.1__GCA_910585495.1	GCA_009774505.1	GCA_910585495.1	95-97	g__Kineothrix	
GCA_009774675.1__GCA_910585495.1	GCA_009774675.1	GCA_910585495.1	95-97	g__Kineothrix	
GCA_910575185.1__GCF_004345255.1	GCA_910575185.1	GCF_004345255.1	95-97	g__Kineothrix	
GCA_000186985.3__GCA_008326325.1	GCA_000186985.3	GCA_008326325.1	95-97	g__Eperythrozoon_B	
GCA_003018975.1__GCA_003561295.1	GCA_003018975.1	GCA_003561295.1	95-97	g__Nodosilinea	
GCF_014695595.1__GCF_014695965.1	GCF_014695595.1	GCF_014695965.1	95-97	g__Nodosilinea	
GCA_003564835.1__GCF_014695595.1	GCA_003564835.1	GCF_014695595.1	95-97	g__Nodosilinea	
GCA_900541445.1__GCF_015549285.1	GCA_900541445.1	GCF_015549285.1	95-97	g__Bariatricus	
GCA_016293335.1__GCF_001404815.1	GCA_016293335.1	GCF_001404815.1	95-97	g__Bariatricus	
GCF_001404815.1__GCF_015549285.1	GCF_001404815.1	GCF_015549285.1	95-97	g__Bariatricus	
GCA_001311485.1__GCF_001308215.1	GCA_001311485.1	GCF_001308215.1	95-97	g__Apilactobacillus	
GCF_005930925.1__GCF_006493385.1	GCF_005930925.1	GCF_006493385.1	95-97	g__Apilactobacillus	
GCA_001311485.1__GCF_016861895.1	GCA_001311485.1	GCF_016861895.1	95-97	g__Apilactobacillus	
GCA_013330535.1__GCA_014361345.1	GCA_013330535.1	GCA_014361345.1	95-97	g__Methanothermobacter_A	
GCA_013330535.1__GCA_014361335.1	GCA_013330535.1	GCA_014361335.1	95-97	g__Methanothermobacter_A	
GCA_012840205.1__GCA_014361345.1	GCA_012840205.1	GCA_014361345.1	95-97	g__Methanothermobacter_A	
GCA_902760135.1__GCA_902768565.1	GCA_902760135.1	GCA_902768565.1	95-97	g__RUG762	
GCA_017419765.1__GCA_902770185.1	GCA_017419765.1	GCA_902770185.1	95-97	g__RUG762	
GCA_902768355.1__GCA_902801075.1	GCA_902768355.1	GCA_902801075.1	95-97	g__RUG762	
GCA_017848875.1__GCF_002894315.1	GCA_017848875.1	GCF_002894315.1	95-97	g__Castellaniella	
GCA_017848875.1__GCF_008801975.1	GCA_017848875.1	GCF_008801975.1	95-97	g__Castellaniella	
GCF_002894315.1__GCF_008801975.1	GCF_002894315.1	GCF_008801975.1	95-97	g__Castellaniella	
GCA_002731505.1__GCF_014640235.1	GCA_002731505.1	GCF_014640235.1	95-97	g__Kangiella	
GCA_902759635.1__GCA_902803545.1	GCA_902759635.1	GCA_902803545.1	95-97	g__RUG592	
GCA_902756575.1__GCA_902803545.1	GCA_902756575.1	GCA_902803545.1	95-97	g__RUG592	
GCA_902760245.1__GCA_902803545.1	GCA_902760245.1	GCA_902803545.1	95-97	g__RUG592	
GCA_900760405.1__GCA_910580215.1	GCA_900760405.1	GCA_910580215.1	95-97	g__1XD42-69	
GCA_900760405.1__GCA_910584895.1	GCA_900760405.1	GCA_910584895.1	95-97	g__1XD42-69	
GCA_910575785.1__GCA_910585185.1	GCA_910575785.1	GCA_910585185.1	95-97	g__1XD42-69	
GCA_017419675.1__GCA_017515385.1	GCA_017419675.1	GCA_017515385.1	95-97	g__Avilachnospira	
GCF_008180405.1__GCF_008180775.1	GCF_008180405.1	GCF_008180775.1	95-97	g__Bacillus_BM	
GCA_002341135.1__GCA_018672975.1	GCA_002341135.1	GCA_018672975.1	95-97	g__GCA-2730975	
GCA_002341135.1__GCA_018674555.1	GCA_002341135.1	GCA_018674555.1	95-97	g__GCA-2730975	
GCA_018672975.1__GCA_018674555.1	GCA_018672975.1	GCA_018674555.1	95-97	g__GCA-2730975	
GCA_017451865.1__GCA_017615885.1	GCA_017451865.1	GCA_017615885.1	95-97	g__RGIG1711	
GCA_017539435.1__GCA_017616335.1	GCA_017539435.1	GCA_017616335.1	95-97	g__UBA1205	
GCA_017539435.1__GCA_017961495.1	GCA_017539435.1	GCA_017961495.1	95-97	g__UBA1205	
GCA_017616335.1__GCA_017961495.1	GCA_017616335.1	GCA_017961495.1	95-97	g__UBA1205	
GCA_002379575.1__GCF_002530755.1	GCA_002379575.1	GCF_002530755.1	95-97	g__Flavobacterium	
GCF_015350765.1__GCF_903819445.1	GCF_015350765.1	GCF_903819445.1	95-97	g__Flavobacterium	
GCA_001800925.1__GCF_002217365.1	GCA_001800925.1	GCF_002217365.1	95-97	g__Flavobacterium	
GCA_002384925.1__GCA_002683475.1	GCA_002384925.1	GCA_002683475.1	95-97	g__Haliea	
GCA_002364045.1__GCA_002723335.1	GCA_002364045.1	GCA_002723335.1	95-97	g__Haliea	
GCA_002364045.1__GCA_002683475.1	GCA_002364045.1	GCA_002683475.1	95-97	g__Haliea	
GCF_000204785.1__GCF_900445435.1	GCF_000204785.1	GCF_900445435.1	95-97	g__Bacillus	
GCF_003417435.1__GCF_018390475.1	GCF_003417435.1	GCF_018390475.1	95-97	g__Bacillus	
GCF_000245315.1__GCF_014499005.1	GCF_000245315.1	GCF_014499005.1	95-97	g__Bacillus	
GCA_900473015.1__GCF_018138325.1	GCA_900473015.1	GCF_018138325.1	95-97	g__Ochrobactrum	
GCF_003176975.1__GCF_008932305.1	GCF_003176975.1	GCF_008932305.1	95-97	g__Ochrobactrum	
GCF_003176975.1__GCF_008932675.1	GCF_003176975.1	GCF_008932675.1	95-97	g__Ochrobactrum	
GCA_900066835.1__GCA_902362925.1	GCA_900066835.1	GCA_902362925.1	95-97	g__Pseudoflavonifractor	
GCA_900066835.1__GCF_009718505.1	GCA_900066835.1	GCF_009718505.1	95-97	g__Pseudoflavonifractor	
GCA_900761365.1__GCA_902362925.1	GCA_900761365.1	GCA_902362925.1	95-97	g__Pseudoflavonifractor	
GCA_903868925.1__GCA_903887745.1	GCA_903868925.1	GCA_903887745.1	95-97	g__CAIXPL01	
GCA_903848175.1__GCA_903880075.1	GCA_903848175.1	GCA_903880075.1	95-97	g__CAIXPL01	
GCA_903848175.1__GCA_903887745.1	GCA_903848175.1	GCA_903887745.1	95-97	g__CAIXPL01	
GCA_007126755.1__GCA_007133425.1	GCA_007126755.1	GCA_007133425.1	95-97	g__Desulfonatronovibrio	
GCA_015255405.1__GCF_016127595.1	GCA_015255405.1	GCF_016127595.1	95-97	g__Fusobacterium	
GCF_002763875.1__GCF_015552935.1	GCF_002763875.1	GCF_015552935.1	95-97	g__Fusobacterium	
GCF_000153625.3__GCF_000479205.1	GCF_000153625.3	GCF_000479205.1	95-97	g__Fusobacterium	
GCA_015232635.1__GCA_015233945.1	GCA_015232635.1	GCA_015233945.1	95-97	g__HCHbin5	
GCA_015232635.1__GCA_903918655.1	GCA_015232635.1	GCA_903918655.1	95-97	g__HCHbin5	
GCA_015233945.1__GCA_903918655.1	GCA_015233945.1	GCA_903918655.1	95-97	g__HCHbin5	
GCF_006151975.2__GCF_011751775.1	GCF_006151975.2	GCF_011751775.1	95-97	g__Mumia	
GCF_006151975.2__GCF_011751845.1	GCF_006151975.2	GCF_011751845.1	95-97	g__Mumia	
GCF_011751775.1__GCF_011751845.1	GCF_011751775.1	GCF_011751845.1	95-97	g__Mumia	
GCA_016463005.1__GCA_016703395.1	GCA_016463005.1	GCA_016703395.1	95-97	g__Sphingorhabdus_B	
GCA_002281585.1__GCA_016719185.1	GCA_002281585.1	GCA_016719185.1	95-97	g__Sphingorhabdus_B	
GCA_016716035.1__GCA_016719185.1	GCA_016716035.1	GCA_016719185.1	95-97	g__Sphingorhabdus_B	
GCA_012031725.1__GCF_002368455.1	GCA_012031725.1	GCF_002368455.1	95-97	g__Calothrix	
GCA_012031725.1__GCF_007830875.1	GCA_012031725.1	GCF_007830875.1	95-97	g__Calothrix	
GCF_002368455.1__GCF_007830875.1	GCF_002368455.1	GCF_007830875.1	95-97	g__Calothrix	
GCA_900753625.1__GCA_910584105.1	GCA_900753625.1	GCA_910584105.1	95-97	g__Pelethenecus	
GCA_017887765.1__GCA_018715665.1	GCA_017887765.1	GCA_018715665.1	95-97	g__Pelethenecus	
GCA_017887765.1__GCA_910584105.1	GCA_017887765.1	GCA_910584105.1	95-97	g__Pelethenecus	
GCA_008933895.1__GCF_016756635.1	GCA_008933895.1	GCF_016756635.1	95-97	g__DUSC01	
GCA_017400405.1__GCA_017428685.1	GCA_017400405.1	GCA_017428685.1	95-97	g__RUG12817	
GCA_014584615.1__GCA_016707225.1	GCA_014584615.1	GCA_016707225.1	95-97	g__OLB8	
GCA_014584615.1__GCA_016714385.1	GCA_014584615.1	GCA_016714385.1	95-97	g__OLB8	
GCA_002343835.1__GCA_014584615.1	GCA_002343835.1	GCA_014584615.1	95-97	g__OLB8	
GCA_012513775.1__GCA_018713365.1	GCA_012513775.1	GCA_018713365.1	95-97	g__Pullichristensenella	
GCA_012513775.1__GCA_904374515.1	GCA_012513775.1	GCA_904374515.1	95-97	g__Pullichristensenella	
GCA_018713365.1__GCA_904374515.1	GCA_018713365.1	GCA_904374515.1	95-97	g__Pullichristensenella	
GCA_016708015.1__GCA_016926325.1	GCA_016708015.1	GCA_016926325.1	95-97	g__LD21	
GCA_003170015.1__GCA_009877185.1	GCA_003170015.1	GCA_009877185.1	95-97	g__LD21	
GCA_003154725.1__GCA_003488885.1	GCA_003154725.1	GCA_003488885.1	95-97	g__LD21	
GCA_000756695.1__GCF_001467875.1	GCA_000756695.1	GCF_001467875.1	95-97	g__Tatlockia	
GCF_001467705.1__GCF_002085735.1	GCF_001467705.1	GCF_002085735.1	95-97	g__Tatlockia	
GCF_900452565.1__GCF_900460175.1	GCF_900452565.1	GCF_900460175.1	95-97	g__Tatlockia	
GCF_000746315.1__GCF_000800075.1	GCF_000746315.1	GCF_000800075.1	95-97	g__Chryseobacterium	
GCF_017833095.1__GCF_900683625.1	GCF_017833095.1	GCF_900683625.1	95-97	g__Chryseobacterium	
GCF_000746315.1__GCF_012273615.1	GCF_000746315.1	GCF_012273615.1	95-97	g__Chryseobacterium	
GCA_005805455.1__GCA_009693665.1	GCA_005805455.1	GCA_009693665.1	95-97	g__UBA955	
GCA_009693665.1__GCA_009925615.1	GCA_009693665.1	GCA_009925615.1	95-97	g__UBA955	
GCA_009925615.1__GCA_903832695.1	GCA_009925615.1	GCA_903832695.1	95-97	g__UBA955	
GCF_000829535.1__GCF_001183975.1	GCF_000829535.1	GCF_001183975.1	95-97	g__Pseudobacillus	
GCF_000829535.1__GCF_004365825.1	GCF_000829535.1	GCF_004365825.1	95-97	g__Pseudobacillus	
GCF_001183975.1__GCF_004365825.1	GCF_001183975.1	GCF_004365825.1	95-97	g__Pseudobacillus	
GCA_016287255.1__GCA_017419265.1	GCA_016287255.1	GCA_017419265.1	95-97	g__UBA1227	
GCA_016286745.1__GCA_900763975.1	GCA_016286745.1	GCA_900763975.1	95-97	g__UBA1227	
GCA_016286745.1__GCA_017615215.1	GCA_016286745.1	GCA_017615215.1	95-97	g__UBA1227	
GCA_014896575.1__GCF_008121895.1	GCA_014896575.1	GCF_008121895.1	95-97	g__Moorella	
GCF_001373375.1__GCF_006538385.1	GCF_001373375.1	GCF_006538385.1	95-97	g__Moorella	
GCF_001874085.1__GCF_008121895.1	GCF_001874085.1	GCF_008121895.1	95-97	g__Moorella	
GCA_002937755.1__GCA_002937795.1	GCA_002937755.1	GCA_002937795.1	95-97	g__GCA-002720895	
GCF_000686245.1__GCF_009810475.1	GCF_000686245.1	GCF_009810475.1	95-97	g__Mycoplasmoides	
GCF_000292505.1__GCF_004771095.1	GCF_000292505.1	GCF_004771095.1	95-97	g__Mycoplasmoides	
GCF_000686245.1__GCF_009942395.1	GCF_000686245.1	GCF_009942395.1	95-97	g__Mycoplasmoides	
GCF_001428645.1__GCF_017939685.1	GCF_001428645.1	GCF_017939685.1	95-97	g__Acidovorax	
GCF_001422065.1__GCF_017939685.1	GCF_001422065.1	GCF_017939685.1	95-97	g__Acidovorax	
GCA_001556325.1__GCF_000526295.1	GCA_001556325.1	GCF_000526295.1	95-97	g__Acidovorax	
GCA_016288195.1__GCA_017631615.1	GCA_016288195.1	GCA_017631615.1	95-97	g__UBA1752	
GCA_016288195.1__GCA_017410715.1	GCA_016288195.1	GCA_017410715.1	95-97	g__UBA1752	
GCA_016288195.1__GCA_905204585.1	GCA_016288195.1	GCA_905204585.1	95-97	g__UBA1752	
GCA_905373165.1__GCF_000163755.1	GCA_905373165.1	GCF_000163755.1	95-97	g__Scardovia	
